title,year,certificate,runtime,genre,desc,rating,votes
The Kashmir Files,2022,A,170 min,Drama            ,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,7.2,"57,388"
A Dog's Journey,2019,U,109 min,"Adventure, Comedy, Drama            ",Dangerous is a story of two women who have some bad experiences with men and in due course passionately fall in love with each other. The film's story proceeds with how violently they fight...                See full summary »,4.5,673
Special OPS,2020–,15+,49 min,"Action, Crime, Thriller            ",Janhvi Kapoor as a woman stuck in a freezer fighting to stay alive. 'Mili' is the official Hindi remake of the Malayalam thriller 'Helen'.,7.9,"6,074"
The Light Between Oceans,2016,PG-13,133 min,"Drama, Romance            ",An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,7.1,"60,848"
Dangerous,I 2021,A,99 min,"Action, Romance, Thriller            ","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",8.2,"96,951"
Mili,2022,UA,127 min,"Drama, Thriller            ","Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.",8.5,"32,752"
The White Tiger,2021,16,125 min,"Crime, Drama            ","Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family.",9.1,"17,470"
Gangs of Wasseypur,2012,A,321 min,"Action, Comedy, Crime            ","Rudra, a senior police inspector is set on a mission to catch a wanted criminal with his personal life on stake.",8.3,"18,874"
Kaithi,2019,UA,145 min,"Action, Adventure, Crime            ","After Canadian police apprehend a man they believe to be a notorious serial killer, the wife of one of his victims plots her revenge.",2.8,103
Gullak,2019–,12+,24 min,"Comedy, Drama, Family            ","In a small South Indian town, a seemingly routine minor case explodes into a twisted crime thriller that rips apart its social fabric.",8.2,"7,773"
Apharan,2018–,18+,45 min,"Action, Crime, Thriller            ","Divorced, jobless, hopeless. Three siblings plan a road trip together. Chandan, Chanchal & Chitvan. Together they start a hilarious journey, to find themselves and their relations..",8.5,"19,889"
Snowman,2022,A,79 min,"Action, Drama            ","Mr. A, a fearless thief, steals valuable artifacts and teams up with the girl he is attracted to but who cannot be trusted. Close on their heels are three police officers trying to apprehend them.",6.5,"27,336"
Suzhal - The Vortex,2022–,UA 16+,46 min,"Crime, Drama, Thriller            ","In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine.",8.2,"87,210"
TVF Tripling,2016–,Not Rated,30 min,"Comedy, Drama            ","A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",8.3,"55,070"
Dhoom:2,2006,UA,152 min,"Action, Crime, Thriller            ",An intense poetic love story between two opposite characters.,8.1,84
K.G.F: Chapter 1,2018,UA,156 min,"Action, Crime, Drama            ",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,8.3,"191,859"
Chhichhore,2019,UA,143 min,"Comedy, Drama, Romance            ","Almost half a century ago, a remote village in the middle of a tropical rainforest starts witnessing a series of unexplainable events which they attribute to the supernatural.",7.1,"26,750"
Faadu,2022–,null,null,null,"A prosperous young Indian man falls in love with his servant, a widow with the dream of becoming a fashion designer.",7.7,"7,473"
Dangal,2016,U,161 min,"Action, Biography, Drama            ","Amidst the darkening backdrop of Delhi's apocalyptic air and escalating violence, two brothers devote their lives to protect one casualty of the turbulent times: the bird known as the Black Kite.",7.5,350
VR (Vikrant Rona),2022,UA 13+,148 min,"Action, Crime, Drama            ","Follows Amala, whose seemingly perfect life is turned upside down after a scandalous video involving her goes viral, becoming a social pariah, but she fights on her own to try to get out of the hole.",9.5,779
Sir,I 2018,15+,99 min,"Drama, Romance            ","Taking the leap out of the classic folklore, the story is set in today's time in Kashmir where Laila Majnu have problems relevant to the youth of today. While dealing with their feuding families a passionate love story unravels.",7.7,"3,528"
All That Breathes,2022,null,97 min,Documentary            ,"Meet Mastram, the quintessential writer of the 80s who spoke the lingo of the Hindi heartland - literally. The 10 episodes feature stories of passion intertwined with turbulent day-to-day scenarios from Mastram's real life.",7.2,"3,210"
Jawan,2023,null,null,"Action, Drama, Thriller            ","The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",7.2,"58,088"
The Teacher,II 2022,UA,121 min,"Drama, Thriller            ","ImMATURE follows the lives of three teenage boys - Dhruv, Chacha and Chutney who are in their final year of high school. They deal with the everyday ups and downs of being a teenager, including friendships, first love, heartbreak, etc.",8.7,"9,051"
Laila Majnu,2018,UA,140 min,"Drama, Romance            ","In the backdrop of a small town, four childhood friends lead by Ginna who runs a tent house for his livelihood. Will Ginna reach his goal in the game of love and friendship?",7.1,"1,632"
Mastram,2020–,18,20 min,"Comedy, Fantasy            ",The lives of five women intersect in unexpected ways when an unforeseen event unravels the facade of their lives.,5.3,815
The Man Who Knew Infinity,2015,U,108 min,"Biography, Drama            ",It follows the lives of two women as they find courage and love in exceptional circumstances.,6.6,"17,954"
ImMATURE,2019–,Not Rated,25 min,"Comedy, Drama, Romance            ","A young Pakistani man chasing corporate success on Wall Street finds himself embroiled in a conflict between his American Dream, a hostage crisis, and the enduring call of his family's homeland.",6.8,"14,271"
Ginna,2022,UA,136 min,"Action, Comedy, Drama            ",Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,8.2,"79,208"
Hush Hush,2022–,A,44 min,Drama            ,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",8.4,"194,173"
Darlings,I 2022,UA 16+,133 min,"Comedy, Drama, Thriller            ",Two couples from different generations confront their issues after marriage.,6.2,"37,286"
The Reluctant Fundamentalist,2012,UA,130 min,"Drama, Thriller            ","A miraculous shape-shifting snake has the power to become a human. She can be anybody she wants: a wife, a seductress, a mistress, a damsel in distress--all in the name of revenge.",3.5,"3,972"
Zindagi Na Milegi Dobara,2011,U,155 min,"Comedy, Drama, Musical            ","After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family.",7.4,"50,609"
Taare Zameen Par,2007,U,165 min,"Drama, Family            ","The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",5.0,"35,414"
Jug Jugg Jeeyo,2022,UA,148 min,"Comedy, Drama, Family            ",An undercover assignment to expose a drug ring becomes a timid Mumbai constable's road to empowerment as she realizes her dormant sexuality's potential.,6.4,"5,603"
Naagin,2015–,13,60 min,"Drama, Fantasy, Mystery            ",An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,6.3,"80,096"
Kabhi Khushi Kabhie Gham...,2001,U,210 min,"Drama, Musical, Romance            ","To seek revenge for his disappearance and to beat muttai ravi, the hero comes back strongly as police. Could the hero handle the even stronger muttai ravi? How did the hero get rid of muttai ravi? is the remaining story.",4.4,101
Dilwale,2015,UA,158 min,"Action, Comedy, Drama            ","In the 1970s, Om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life.",6.7,"44,380"
She,2020–,16,null,"Crime, Drama            ","CM Rani Bharti is accused of misgovernance and 'jungle raj' in the state. With the crumbling political scenario and constant opposition, will she succeed in this game of power?",7.9,"8,232"
Delivery Man,2013,UA,105 min,"Comedy, Drama            ","A passionate love story involving two couples which highlights the contrast between a regular, mature yet egoistic husband and a unique, happy go lucky, enamored, overzealous boy chasing after the love of his life.",7.6,"21,621"
Dsp,2022,UA,144 min,Action            ,"In the fictitious city of Kaza, a warrior tribe is imprisoned, enslaved and tortured by a ruthless authoritarian Shudh Singh. Shamshera is a legend for his tribe who relentlessly fights for his tribe's freedom and dignity.",4.9,"56,227"
